date,time,level,user,action,status,ip,is_failed_login,is_privileged_user,is_private_ip,is_external_ip,suspicious_event
2026-05-11,09:36:34,WARN,user123,login,failed,203.0.113.57,True,False,False,True,True
2026-05-11,09:36:38,WARN,guest,login,failed,203.0.113.57,True,False,False,True,True
2026-05-11,09:36:50,WARN,ops2,login,failed,203.0.113.57,True,False,False,True,True
2026-05-11,09:37:35,WARN,dlee,login,failed,203.0.113.57,True,False,False,True,True
2026-05-11,09:39:34,WARN,admin,login,failed,203.0.113.57,True,True,False,True,True
2026-05-11,09:39:50,WARN,maria,login,failed,203.0.113.57,True,False,False,True,True
2026-05-11,09:41:14,WARN,dlee,login,failed,203.0.113.57,True,False,False,True,True
2026-05-11,09:44:18,WARN,asmith,login,failed,203.0.113.57,True,False,False,True,True
2026-05-11,09:54:50,WARN,finance1,login,failed,203.0.113.57,True,False,False,True,True
2026-05-11,09:58:25,WARN,admin,login,failed,10.0.0.146,True,True,True,False,True
2026-05-11,10:00:50,WARN,jane,login,failed,203.0.113.57,True,False,False,True,True
2026-05-11,10:02:39,WARN,analyst7,login,failed,198.51.100.33,True,False,False,True,True
2026-05-11,10:09:20,WARN,maria,login,failed,198.51.100.148,True,False,False,True,True
2026-05-11,10:12:15,WARN,jane,login,failed,198.51.100.67,True,False,False,True,True
2026-05-11,10:18:52,WARN,admin,login,failed,172.16.0.9,True,True,True,False,True
2026-05-11,10:36:45,WARN,root,login,failed,198.51.100.30,True,True,False,True,True
2026-05-11,10:37:30,WARN,root,login,failed,192.168.1.33,True,True,True,False,True
2026-05-11,10:42:00,WARN,ops2,login,failed,203.0.113.4,True,False,False,True,True
2026-05-11,10:42:32,WARN,guest,login,failed,203.0.113.4,True,False,False,True,True
2026-05-11,10:42:32,WARN,guest,login,failed,203.0.113.4,True,False,False,True,True
2026-05-11,10:43:18,WARN,admin,login,failed,203.0.113.4,True,True,False,True,True
2026-05-11,10:44:32,WARN,admin,login,failed,203.0.113.4,True,True,False,True,True
2026-05-11,10:45:10,WARN,svc_admin,login,failed,203.0.113.4,True,True,False,True,True
2026-05-11,10:51:08,WARN,jane,login,failed,203.0.113.206,True,False,False,True,True
2026-05-11,10:54:24,WARN,ops2,login,failed,203.0.113.98,True,False,False,True,True
2026-05-11,10:59:47,WARN,analyst7,login,failed,198.51.100.72,True,False,False,True,True
2026-05-11,11:00:54,WARN,root,login,failed,198.51.100.37,True,True,False,True,True
2026-05-11,11:02:00,WARN,alex,login,failed,198.51.100.55,True,False,False,True,True
2026-05-11,11:03:52,WARN,svc_admin,login,failed,10.0.0.151,True,True,True,False,True
2026-05-11,11:09:21,WARN,secops,login,failed,198.51.100.219,True,True,False,True,True
2026-05-11,11:11:32,WARN,dlee,login,failed,203.0.113.221,True,False,False,True,True
2026-05-11,11:19:03,WARN,dlee,login,failed,203.0.113.49,True,False,False,True,True
2026-05-11,11:24:14,WARN,alex,login,failed,198.51.100.61,True,False,False,True,True
2026-05-11,11:26:16,WARN,jane,login,failed,198.51.100.198,True,False,False,True,True
2026-05-11,11:34:30,WARN,maria,login,failed,203.0.113.144,True,False,False,True,True
2026-05-11,11:40:00,WARN,alex,login,failed,203.0.113.229,True,False,False,True,True
2026-05-11,11:40:00,WARN,root,login,failed,10.0.0.171,True,True,True,False,True
2026-05-11,11:40:29,WARN,root,login,failed,10.0.0.171,True,True,True,False,True
2026-05-11,11:40:58,WARN,secops,login,failed,10.0.0.171,True,True,True,False,True
2026-05-11,11:41:55,WARN,root,login,failed,10.0.0.171,True,True,True,False,True
2026-05-11,11:43:23,WARN,svc_admin,login,failed,10.0.0.171,True,True,True,False,True
2026-05-11,11:52:36,WARN,secops,login,failed,192.168.1.32,True,True,True,False,True
2026-05-11,11:56:57,WARN,secops,login,failed,192.168.1.32,True,True,True,False,True
2026-05-11,11:57:54,WARN,hr_portal,login,failed,198.51.100.207,True,False,False,True,True
2026-05-11,11:59:42,WARN,user123,login,failed,198.51.100.146,True,False,False,True,True
2026-05-11,12:00:01,WARN,secops,login,failed,192.168.1.32,True,True,True,False,True
2026-05-11,12:04:28,WARN,finance1,login,failed,203.0.113.151,True,False,False,True,True
2026-05-11,12:04:35,WARN,asmith,login,failed,203.0.113.151,True,False,False,True,True
2026-05-11,12:04:51,WARN,jane,login,failed,203.0.113.151,True,False,False,True,True
2026-05-11,12:05:19,WARN,ops2,login,failed,203.0.113.151,True,False,False,True,True
2026-05-11,12:05:22,WARN,finance1,login,failed,203.0.113.151,True,False,False,True,True
2026-05-11,12:06:07,WARN,alex,login,failed,203.0.113.151,True,False,False,True,True
2026-05-11,12:06:47,WARN,root,login,failed,203.0.113.151,True,True,False,True,True
2026-05-11,12:07:37,WARN,ops2,login,failed,203.0.113.151,True,False,False,True,True
2026-05-11,12:07:51,WARN,maria,login,failed,203.0.113.151,True,False,False,True,True
2026-05-11,12:08:07,WARN,dlee,login,failed,203.0.113.151,True,False,False,True,True
2026-05-11,12:08:10,WARN,dlee,login,failed,203.0.113.151,True,False,False,True,True
2026-05-11,12:08:19,WARN,user123,login,failed,203.0.113.151,True,False,False,True,True
2026-05-11,12:08:47,WARN,root,login,failed,203.0.113.151,True,True,False,True,True
2026-05-11,12:09:04,WARN,ops2,login,failed,203.0.113.151,True,False,False,True,True
2026-05-11,12:09:07,WARN,admin,login,failed,203.0.113.151,True,True,False,True,True
2026-05-11,12:09:30,WARN,guest,login,failed,203.0.113.151,True,False,False,True,True
2026-05-11,12:09:57,WARN,finance1,login,failed,203.0.113.151,True,False,False,True,True
2026-05-11,12:10:24,WARN,admin,login,failed,203.0.113.151,True,True,False,True,True
2026-05-11,12:11:05,WARN,admin,login,failed,203.0.113.151,True,True,False,True,True
2026-05-11,12:12:13,WARN,admin,login,failed,203.0.113.151,True,True,False,True,True
2026-05-11,12:12:27,WARN,secops,login,failed,10.0.0.244,True,True,True,False,True
2026-05-11,12:12:56,WARN,dlee,login,failed,203.0.113.151,True,False,False,True,True
2026-05-11,12:14:31,WARN,dlee,login,failed,203.0.113.151,True,False,False,True,True
2026-05-11,12:14:55,WARN,asmith,login,failed,203.0.113.151,True,False,False,True,True
2026-05-11,12:15:19,WARN,svc_admin,login,failed,203.0.113.151,True,True,False,True,True
2026-05-11,12:15:43,WARN,jane,login,failed,203.0.113.151,True,False,False,True,True
2026-05-11,12:16:25,WARN,ops2,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:16:52,WARN,root,login,failed,203.0.113.9,True,True,False,True,True
2026-05-11,12:16:53,WARN,alex,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:17:13,WARN,maria,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:17:35,WARN,admin,login,failed,203.0.113.9,True,True,False,True,True
2026-05-11,12:17:43,WARN,admin,login,failed,203.0.113.9,True,True,False,True,True
2026-05-11,12:17:46,WARN,dlee,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:17:52,WARN,ops2,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:18:04,WARN,user123,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:18:17,WARN,admin,login,failed,203.0.113.9,True,True,False,True,True
2026-05-11,12:18:17,WARN,svc_admin,login,failed,203.0.113.9,True,True,False,True,True
2026-05-11,12:18:58,WARN,asmith,login,failed,203.0.113.151,True,False,False,True,True
2026-05-11,12:19:13,WARN,finance1,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:19:41,WARN,maria,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:19:49,WARN,finance1,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:20:15,WARN,jane,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:20:55,WARN,ops2,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:21:49,WARN,asmith,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:22:07,WARN,asmith,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:22:17,WARN,asmith,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:22:25,WARN,maria,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:22:57,WARN,user123,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:23:08,WARN,finance1,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:23:21,WARN,finance1,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:23:25,WARN,maria,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:23:25,WARN,root,login,failed,203.0.113.9,True,True,False,True,True
2026-05-11,12:23:55,WARN,user123,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:24:28,WARN,user123,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:24:58,WARN,asmith,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:25:07,WARN,finance1,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:25:14,WARN,analyst7,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:28:09,WARN,maria,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,12:28:40,WARN,secops,login,failed,192.168.1.62,True,True,True,False,True
2026-05-11,12:29:24,WARN,dlee,login,failed,198.51.100.58,True,False,False,True,True
2026-05-11,12:32:59,WARN,guest,login,failed,198.51.100.60,True,False,False,True,True
2026-05-11,12:33:13,WARN,admin,login,failed,198.51.100.60,True,True,False,True,True
2026-05-11,12:33:14,WARN,root,login,failed,198.51.100.139,True,True,False,True,True
2026-05-11,12:33:14,WARN,user123,login,failed,198.51.100.60,True,False,False,True,True
2026-05-11,12:34:05,WARN,alex,login,failed,198.51.100.60,True,False,False,True,True
2026-05-11,12:34:15,WARN,dlee,login,failed,198.51.100.60,True,False,False,True,True
2026-05-11,12:34:35,WARN,guest,login,failed,198.51.100.60,True,False,False,True,True
2026-05-11,12:34:51,WARN,guest,login,failed,198.51.100.60,True,False,False,True,True
2026-05-11,12:34:53,WARN,guest,login,failed,198.51.100.60,True,False,False,True,True
2026-05-11,12:34:59,WARN,svc_admin,login,failed,198.51.100.60,True,True,False,True,True
2026-05-11,12:35:04,WARN,finance1,login,failed,198.51.100.60,True,False,False,True,True
2026-05-11,12:35:41,WARN,asmith,login,failed,198.51.100.60,True,False,False,True,True
2026-05-11,12:36:08,WARN,hr_portal,login,failed,198.51.100.60,True,False,False,True,True
2026-05-11,12:36:50,WARN,analyst7,login,failed,198.51.100.60,True,False,False,True,True
2026-05-11,12:37:45,WARN,svc_admin,login,failed,198.51.100.60,True,True,False,True,True
2026-05-11,12:37:54,WARN,svc_admin,login,failed,10.0.0.216,True,True,True,False,True
2026-05-11,12:38:29,WARN,jane,login,failed,198.51.100.60,True,False,False,True,True
2026-05-11,12:38:50,WARN,admin,login,failed,198.51.100.188,True,True,False,True,True
2026-05-11,12:38:59,WARN,jane,login,failed,198.51.100.60,True,False,False,True,True
2026-05-11,12:39:17,WARN,secops,login,failed,198.51.100.60,True,True,False,True,True
2026-05-11,12:39:23,WARN,guest,login,failed,198.51.100.60,True,False,False,True,True
2026-05-11,12:39:53,WARN,root,login,failed,198.51.100.60,True,True,False,True,True
2026-05-11,12:40:56,WARN,analyst7,login,failed,203.0.113.115,True,False,False,True,True
2026-05-11,12:41:19,WARN,hr_portal,login,failed,198.51.100.60,True,False,False,True,True
2026-05-11,12:43:03,WARN,svc_admin,login,failed,10.0.0.143,True,True,True,False,True
2026-05-11,12:43:10,WARN,guest,login,failed,198.51.100.16,True,False,False,True,True
2026-05-11,12:44:00,WARN,maria,login,failed,198.51.100.7,True,False,False,True,True
2026-05-11,12:44:17,WARN,finance1,login,failed,198.51.100.7,True,False,False,True,True
2026-05-11,12:44:24,WARN,asmith,login,failed,203.0.113.158,True,False,False,True,True
2026-05-11,12:44:50,WARN,ops2,login,failed,198.51.100.7,True,False,False,True,True
2026-05-11,12:44:54,WARN,jane,login,failed,198.51.100.7,True,False,False,True,True
2026-05-11,12:45:38,WARN,guest,login,failed,198.51.100.7,True,False,False,True,True
2026-05-11,12:46:03,WARN,finance1,login,failed,198.51.100.60,True,False,False,True,True
2026-05-11,12:46:24,WARN,hr_portal,login,failed,198.51.100.7,True,False,False,True,True
2026-05-11,12:46:36,WARN,alex,login,failed,198.51.100.7,True,False,False,True,True
2026-05-11,12:47:00,WARN,dlee,login,failed,198.51.100.7,True,False,False,True,True
2026-05-11,12:47:27,WARN,ops2,login,failed,198.51.100.7,True,False,False,True,True
2026-05-11,12:48:03,WARN,hr_portal,login,failed,198.51.100.7,True,False,False,True,True
2026-05-11,12:48:08,WARN,asmith,login,failed,198.51.100.7,True,False,False,True,True
2026-05-11,12:48:33,WARN,svc_admin,login,failed,198.51.100.7,True,True,False,True,True
2026-05-11,12:48:48,WARN,analyst7,login,failed,198.51.100.7,True,False,False,True,True
2026-05-11,12:49:00,WARN,dlee,login,failed,198.51.100.7,True,False,False,True,True
2026-05-11,12:49:06,WARN,user123,login,failed,203.0.113.7,True,False,False,True,True
2026-05-11,12:49:08,WARN,svc_admin,login,failed,198.51.100.7,True,True,False,True,True
2026-05-11,12:49:40,WARN,user123,login,failed,198.51.100.7,True,False,False,True,True
2026-05-11,12:49:48,WARN,hr_portal,login,failed,198.51.100.7,True,False,False,True,True
2026-05-11,12:50:00,WARN,guest,login,failed,198.51.100.7,True,False,False,True,True
2026-05-11,12:51:00,WARN,asmith,login,failed,198.51.100.7,True,False,False,True,True
2026-05-11,12:51:48,WARN,asmith,login,failed,198.51.100.7,True,False,False,True,True
2026-05-11,12:52:20,WARN,maria,login,failed,198.51.100.7,True,False,False,True,True
2026-05-11,12:52:26,WARN,jane,login,failed,198.51.100.7,True,False,False,True,True
2026-05-11,12:52:30,WARN,asmith,login,failed,203.0.113.145,True,False,False,True,True
2026-05-11,12:53:12,WARN,hr_portal,login,failed,198.51.100.7,True,False,False,True,True
2026-05-11,12:56:36,WARN,root,login,failed,198.51.100.7,True,True,False,True,True
2026-05-11,12:56:48,WARN,analyst7,login,failed,198.51.100.178,True,False,False,True,True
2026-05-11,12:59:28,WARN,secops,login,failed,198.51.100.7,True,True,False,True,True
2026-05-11,13:01:12,WARN,secops,login,failed,10.0.0.129,True,True,True,False,True
2026-05-11,13:05:15,WARN,svc_admin,login,failed,198.51.100.144,True,True,False,True,True
2026-05-11,13:06:55,WARN,alex,login,failed,203.0.113.125,True,False,False,True,True
2026-05-11,13:08:12,WARN,root,login,failed,192.168.1.146,True,True,True,False,True
2026-05-11,13:09:20,WARN,secops,login,failed,192.168.1.203,True,True,True,False,True
2026-05-11,13:13:44,WARN,guest,login,failed,198.51.100.18,True,False,False,True,True
2026-05-11,13:21:25,WARN,analyst7,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,13:24:52,WARN,ops2,login,failed,203.0.113.84,True,False,False,True,True
2026-05-11,13:31:24,WARN,dlee,login,failed,198.51.100.144,True,False,False,True,True
2026-05-11,13:32:12,WARN,maria,login,failed,198.51.100.144,True,False,False,True,True
2026-05-11,13:32:46,WARN,analyst7,login,failed,198.51.100.144,True,False,False,True,True
2026-05-11,13:33:00,WARN,user123,login,failed,198.51.100.144,True,False,False,True,True
2026-05-11,13:33:16,WARN,finance1,login,failed,198.51.100.144,True,False,False,True,True
2026-05-11,13:34:00,WARN,dlee,login,failed,198.51.100.7,True,False,False,True,True
2026-05-11,13:34:04,WARN,dlee,login,failed,198.51.100.144,True,False,False,True,True
2026-05-11,13:34:04,WARN,maria,login,failed,198.51.100.144,True,False,False,True,True
2026-05-11,13:34:16,WARN,finance1,login,failed,198.51.100.144,True,False,False,True,True
2026-05-11,13:35:23,WARN,secops,login,failed,198.51.100.144,True,True,False,True,True
2026-05-11,13:35:46,WARN,analyst7,login,failed,198.51.100.144,True,False,False,True,True
2026-05-11,13:35:48,WARN,finance1,login,failed,198.51.100.144,True,False,False,True,True
2026-05-11,13:36:02,WARN,user123,login,failed,198.51.100.144,True,False,False,True,True
2026-05-11,13:36:52,WARN,dlee,login,failed,198.51.100.144,True,False,False,True,True
2026-05-11,13:36:56,WARN,jane,login,failed,198.51.100.144,True,False,False,True,True
2026-05-11,13:37:25,WARN,maria,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,13:37:25,WARN,jane,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,13:37:47,WARN,user123,login,failed,198.51.100.144,True,False,False,True,True
2026-05-11,13:38:16,WARN,user123,login,failed,198.51.100.144,True,False,False,True,True
2026-05-11,13:38:48,WARN,user123,login,failed,198.51.100.184,True,False,False,True,True
2026-05-11,13:38:59,WARN,ops2,login,failed,198.51.100.60,True,False,False,True,True
2026-05-11,13:39:30,WARN,ops2,login,failed,198.51.100.144,True,False,False,True,True
2026-05-11,13:39:59,WARN,ops2,login,failed,198.51.100.60,True,False,False,True,True
2026-05-11,13:40:16,WARN,admin,login,failed,198.51.100.144,True,True,False,True,True
2026-05-11,13:40:24,WARN,root,login,failed,172.16.0.65,True,True,True,False,True
2026-05-11,13:40:30,WARN,dlee,login,failed,203.0.113.125,True,False,False,True,True
2026-05-11,13:43:25,WARN,user123,login,failed,198.51.100.206,True,False,False,True,True
2026-05-11,13:44:24,WARN,ops2,login,failed,198.51.100.206,True,False,False,True,True
2026-05-11,13:44:24,WARN,hr_portal,login,failed,198.51.100.206,True,False,False,True,True
2026-05-11,13:44:57,WARN,root,login,failed,198.51.100.206,True,True,False,True,True
2026-05-11,13:45:06,WARN,asmith,login,failed,198.51.100.206,True,False,False,True,True
2026-05-11,13:45:20,WARN,asmith,login,failed,198.51.100.206,True,False,False,True,True
2026-05-11,13:45:20,WARN,root,login,failed,198.51.100.206,True,True,False,True,True
2026-05-11,13:45:40,WARN,secops,login,failed,198.51.100.206,True,True,False,True,True
2026-05-11,13:47:54,WARN,maria,login,failed,198.51.100.206,True,False,False,True,True
2026-05-11,13:49:30,WARN,ops2,login,failed,198.51.100.206,True,False,False,True,True
2026-05-11,13:50:40,WARN,maria,login,failed,203.0.113.21,True,False,False,True,True
2026-05-11,13:51:25,WARN,maria,login,failed,203.0.113.9,True,False,False,True,True
2026-05-11,13:53:43,WARN,maria,login,failed,198.51.100.201,True,False,False,True,True
2026-05-11,13:57:06,WARN,svc_admin,login,failed,172.16.0.114,True,True,True,False,True
2026-05-11,14:00:30,WARN,asmith,login,failed,203.0.113.175,True,False,False,True,True
2026-05-11,14:01:12,WARN,root,login,failed,192.168.1.24,True,True,True,False,True
2026-05-11,14:06:40,WARN,guest,login,failed,198.51.100.117,True,False,False,True,True
2026-05-11,14:07:30,WARN,finance1,login,failed,203.0.113.104,True,False,False,True,True
2026-05-11,14:09:00,WARN,asmith,login,failed,198.51.100.15,True,False,False,True,True
2026-05-11,14:09:24,WARN,root,login,failed,198.51.100.15,True,True,False,True,True
2026-05-11,14:10:06,WARN,user123,login,failed,198.51.100.15,True,False,False,True,True
2026-05-11,14:10:12,WARN,root,login,failed,198.51.100.15,True,True,False,True,True
2026-05-11,14:11:08,WARN,finance1,login,failed,198.51.100.15,True,False,False,True,True
2026-05-11,14:11:40,WARN,ops2,login,failed,198.51.100.15,True,False,False,True,True
2026-05-11,14:15:27,WARN,secops,login,failed,192.168.1.151,True,True,True,False,True
2026-05-11,14:18:42,WARN,user123,login,failed,203.0.113.243,True,False,False,True,True
2026-05-11,14:26:48,WARN,analyst7,login,failed,203.0.113.127,True,False,False,True,True
2026-05-11,14:34:42,WARN,ops2,login,failed,203.0.113.164,True,False,False,True,True
2026-05-11,14:35:20,WARN,ops2,login,failed,198.51.100.152,True,False,False,True,True
2026-05-11,14:35:25,WARN,root,login,failed,198.51.100.152,True,True,False,True,True
2026-05-11,14:35:57,WARN,alex,login,failed,198.51.100.152,True,False,False,True,True
2026-05-11,14:36:02,WARN,alex,login,failed,198.51.100.152,True,False,False,True,True
2026-05-11,14:36:58,WARN,finance1,login,failed,198.51.100.152,True,False,False,True,True
2026-05-11,14:37:08,WARN,root,login,failed,198.51.100.152,True,True,False,True,True
2026-05-11,14:37:28,WARN,svc_admin,login,failed,198.51.100.152,True,True,False,True,True
2026-05-11,14:37:32,WARN,analyst7,login,failed,198.51.100.152,True,False,False,True,True
2026-05-11,14:37:40,WARN,hr_portal,login,failed,198.51.100.152,True,False,False,True,True
2026-05-11,14:38:08,WARN,asmith,login,failed,198.51.100.152,True,False,False,True,True
2026-05-11,14:38:36,WARN,secops,login,failed,198.51.100.152,True,True,False,True,True
2026-05-11,14:38:37,WARN,hr_portal,login,failed,198.51.100.152,True,False,False,True,True
2026-05-11,14:38:56,WARN,asmith,login,failed,198.51.100.152,True,False,False,True,True
2026-05-11,14:39:00,WARN,analyst7,login,failed,198.51.100.177,True,False,False,True,True
2026-05-11,14:39:06,WARN,root,login,failed,198.51.100.152,True,True,False,True,True
2026-05-11,14:39:18,WARN,jane,login,failed,198.51.100.152,True,False,False,True,True
2026-05-11,14:39:44,WARN,admin,login,failed,198.51.100.152,True,True,False,True,True
2026-05-11,14:40:05,WARN,user123,login,failed,198.51.100.152,True,False,False,True,True
2026-05-11,14:40:16,WARN,ops2,login,failed,198.51.100.152,True,False,False,True,True
2026-05-11,14:43:08,WARN,ops2,login,failed,198.51.100.152,True,False,False,True,True
2026-05-11,14:43:08,WARN,hr_portal,login,failed,198.51.100.152,True,False,False,True,True
2026-05-11,14:45:17,WARN,user123,login,failed,198.51.100.152,True,False,False,True,True
2026-05-11,14:47:16,WARN,alex,login,failed,198.51.100.152,True,False,False,True,True
2026-05-11,15:01:40,WARN,guest,login,failed,203.0.113.116,True,False,False,True,True
